household_id,province,people,month,appliance,own,hours_morning,hours_afternoon,hours_evening,hours_night,rainy_days,public_holidays,typical_w,min_w,max_w,standby_w,hours_morning_monthly,hours_afternoon_monthly,hours_evening_monthly,hours_night_monthly,daily_hours_total,monthly_hours_total,monthly_kwh_appliance
216,North Central,2,2,Electric Kettle,1,0.091,0.083,0.099,0.014,5,2,2000,1500,2200,0,2.73,2.49,2.97,0.42,0.28700000000000003,8.610000000000001,17.220000000000002
216,North Central,2,2,Microwave Oven,1,0.095,0.086,0.049,0.037,5,2,1200,800,1600,2,2.85,2.5799999999999996,1.47,1.1099999999999999,0.26699999999999996,8.01,11.052
216,North Central,2,2,Incandescent Bulb,1,0.1,0.2,3.208,6.368,5,2,60,40,100,0,3.0,6.0,96.24000000000001,191.04000000000002,9.876000000000001,296.28000000000003,17.7768
216,North Central,2,2,LED Bulb,1,0.1,0.2,4.065,4.877,5,2,9,5,15,0,3.0,6.0,121.95000000000002,146.31,9.242,277.26,2.49534
216,North Central,2,2,Blender,1,0.077,0.076,0.037,0.002,5,2,400,200,800,0,2.31,2.28,1.1099999999999999,0.06,0.192,5.759999999999999,2.3039999999999994
217,Eastern,3,12,Ceiling Fan,1,0.823,1.042,2.278,2.871,10,3,65,45,85,0,24.689999999999998,31.26,68.34,86.13,7.013999999999999,210.42000000000002,13.6773
217,Eastern,3,12,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,10,3,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
217,Eastern,3,12,LED TV (40–50 in),1,0.501,0.668,2.479,0.614,10,3,90,60,140,1,15.03,20.040000000000003,74.37,18.419999999999998,4.2620000000000005,127.86,12.2274
217,Eastern,3,12,Laptop,1,0.834,0.407,1.271,0.01,10,3,65,45,90,1,25.02,12.209999999999999,38.129999999999995,0.3,2.5219999999999994,75.65999999999998,5.637899999999998
217,Eastern,3,12,Washing Machine (Front-load),1,0.168,0.252,0.231,0.154,10,3,500,350,800,1,5.04,7.5600000000000005,6.930000000000001,4.62,0.805,24.150000000000002,12.795000000000002
217,Eastern,3,12,Rice Cooker,1,0.371,0.076,0.559,0.0,10,3,500,300,900,0,11.129999999999999,2.28,16.770000000000003,0.0,1.006,30.18,15.09
217,Eastern,3,12,Iron,1,0.096,0.024,0.069,0.018,10,3,1200,900,1800,0,2.88,0.72,2.0700000000000003,0.5399999999999999,0.207,6.21,7.452
217,Eastern,3,12,LED Bulb,1,0.1,0.2,3.831,6.496,10,3,9,5,15,0,3.0,6.0,114.92999999999999,194.88000000000002,10.627,318.81,2.86929
217,Eastern,3,12,Blender,1,0.049,0.104,0.034,0.033,10,3,400,200,800,0,1.47,3.1199999999999997,1.02,0.99,0.22,6.6,2.64
218,Western,1,7,Ceiling Fan,1,0.505,1.199,3.735,4.299,10,2,65,45,85,0,15.15,35.97,112.05,128.97,9.738,292.14,18.989099999999997
218,Western,1,7,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,10,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
218,Western,1,7,Inverter AC (9000–12000 BTU),1,0.114,0.329,1.946,0.757,10,2,950,700,1400,2,3.42,9.870000000000001,58.379999999999995,22.71,3.146,94.38,91.101
218,Western,1,7,LED TV (40–50 in),1,0.389,0.392,1.96,0.486,10,2,90,60,140,1,11.67,11.76,58.8,14.58,3.2270000000000003,96.80999999999999,9.4329
218,Western,1,7,Laptop,1,0.31,0.387,1.122,0.064,10,2,65,45,90,1,9.3,11.61,33.660000000000004,1.92,1.8830000000000002,56.49000000000001,4.391850000000001
218,Western,1,7,Washing Machine (Front-load),1,0.103,0.154,0.146,0.097,10,2,500,350,800,1,3.09,4.62,4.38,2.91,0.5,15.0,8.22
218,Western,1,7,Rice Cooker,1,0.478,0.069,0.446,0.0,10,2,500,300,900,0,14.34,2.0700000000000003,13.38,0.0,0.9929999999999999,29.79,14.895
218,Western,1,7,Iron,1,0.101,0.04,0.051,0.03,10,2,1200,900,1800,0,3.0300000000000002,1.2,1.5299999999999998,0.8999999999999999,0.222,6.66,7.992
218,Western,1,7,LED Bulb,1,0.1,0.2,4.511,6.705,10,2,9,5,15,0,3.0,6.0,135.33,201.15,11.516,345.48,3.1093200000000003
219,North Western,5,9,Ceiling Fan,1,0.622,1.288,1.94,3.753,12,2,65,45,85,0,18.66,38.64,58.199999999999996,112.59,7.603,228.09,14.82585
219,North Western,5,9,Inverter AC (9000–12000 BTU),1,0.076,0.143,1.427,2.884,12,2,950,700,1400,2,2.28,4.29,42.81,86.52,4.529999999999999,135.9,130.545
219,North Western,5,9,Non-inverter AC (12000 BTU),1,0.107,0.015,1.144,1.813,12,2,1200,900,1700,2,3.21,0.44999999999999996,34.32,54.39,3.0789999999999997,92.37,112.284
219,North Western,5,9,LED TV (40–50 in),1,0.337,0.639,1.029,0.402,12,2,90,60,140,1,10.110000000000001,19.17,30.869999999999997,12.06,2.407,72.21,7.2189
219,North Western,5,9,Washing Machine (Front-load),1,0.151,0.226,0.214,0.142,12,2,500,350,800,1,4.53,6.78,6.42,4.26,0.733,21.990000000000002,11.715000000000002
219,North Western,5,9,Rice Cooker,1,0.321,0.142,0.368,0.0,12,2,500,300,900,0,9.63,4.26,11.04,0.0,0.831,24.93,12.465
219,North Western,5,9,Electric Kettle,1,0.048,0.103,0.048,0.017,12,2,2000,1500,2200,0,1.44,3.09,1.44,0.51,0.21600000000000003,6.479999999999999,12.959999999999997
219,North Western,5,9,Iron,1,0.072,0.104,0.099,0.029,12,2,1200,900,1800,0,2.1599999999999997,3.1199999999999997,2.97,0.87,0.30400000000000005,9.12,10.943999999999999
219,North Western,5,9,LED Bulb,1,0.1,0.2,3.002,6.702,12,2,9,5,15,0,3.0,6.0,90.05999999999999,201.06,10.004,300.12,2.70108
219,North Western,5,9,Blender,1,0.07,0.052,0.086,0.02,12,2,400,200,800,0,2.1,1.5599999999999998,2.5799999999999996,0.6,0.22799999999999998,6.84,2.736
220,Southern,5,3,Ceiling Fan,1,0.631,0.745,3.932,2.025,8,2,65,45,85,0,18.93,22.35,117.96,60.75,7.333,219.99,14.29935
220,Southern,5,3,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,8,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
220,Southern,5,3,LED TV (40–50 in),1,0.479,0.339,2.421,0.274,8,2,90,60,140,1,14.37,10.17,72.63,8.22,3.513,105.38999999999999,10.205099999999998
220,Southern,5,3,Washing Machine (Front-load),1,0.129,0.193,0.182,0.122,8,2,500,350,800,1,3.87,5.79,5.46,3.66,0.626,18.78,10.11
220,Southern,5,3,Rice Cooker,1,0.437,0.125,0.395,0.0,8,2,500,300,900,0,13.11,3.75,11.850000000000001,0.0,0.9570000000000001,28.71,14.355
220,Southern,5,3,Electric Kettle,1,0.068,0.083,0.023,0.001,8,2,2000,1500,2200,0,2.04,2.49,0.69,0.03,0.17500000000000002,5.250000000000001,10.500000000000002
220,Southern,5,3,Microwave Oven,1,0.06,0.032,0.073,0.011,8,2,1200,800,1600,2,1.7999999999999998,0.96,2.19,0.32999999999999996,0.176,5.279999999999999,7.775999999999999
220,Southern,5,3,Iron,1,0.058,0.038,0.064,0.006,8,2,1200,900,1800,0,1.74,1.14,1.92,0.18,0.166,4.9799999999999995,5.975999999999999
220,Southern,5,3,LED Bulb,1,0.1,0.2,3.046,4.153,8,2,9,5,15,0,3.0,6.0,91.38,124.58999999999999,7.499,224.96999999999997,2.02473
221,Western,2,5,Ceiling Fan,1,0.821,0.529,3.397,2.591,15,3,65,45,85,0,24.63,15.870000000000001,101.91,77.73,7.338,220.14,14.309099999999999
221,Western,2,5,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,15,3,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
221,Western,2,5,Inverter AC (9000–12000 BTU),1,0.128,0.43,0.939,1.868,15,3,950,700,1400,2,3.84,12.9,28.169999999999998,56.040000000000006,3.365,100.95,97.3425
221,Western,2,5,Non-inverter AC (12000 BTU),1,0.086,0.073,1.288,2.538,15,3,1200,900,1700,2,2.5799999999999996,2.19,38.64,76.14,3.985,119.55,144.9
221,Western,2,5,Washing Machine (Front-load),1,0.205,0.308,0.283,0.188,15,3,500,350,800,1,6.1499999999999995,9.24,8.489999999999998,5.64,0.984,29.52,15.48
221,Western,2,5,Rice Cooker,1,0.496,0.111,0.516,0.0,15,3,500,300,900,0,14.879999999999999,3.33,15.48,0.0,1.123,33.69,16.845
221,Western,2,5,Iron,1,0.092,0.065,0.029,0.022,15,3,1200,900,1800,0,2.76,1.9500000000000002,0.87,0.6599999999999999,0.208,6.24,7.488
221,Western,2,5,Incandescent Bulb,1,0.1,0.2,4.685,5.79,15,3,60,40,100,0,3.0,6.0,140.54999999999998,173.7,10.774999999999999,323.25,19.395
221,Western,2,5,LED Bulb,1,0.1,0.2,4.449,4.556,15,3,9,5,15,0,3.0,6.0,133.47,136.68,9.305,279.15,2.51235
221,Western,2,5,Blender,1,0.106,0.057,0.072,0.001,15,3,400,200,800,0,3.1799999999999997,1.71,2.1599999999999997,0.03,0.236,7.079999999999999,2.8319999999999994
222,North Central,2,7,Ceiling Fan,1,0.855,0.948,2.406,2.546,10,2,65,45,85,0,25.65,28.439999999999998,72.18,76.38,6.754999999999999,202.65,13.17225
222,North Central,2,7,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,10,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
222,North Central,2,7,LED TV (40–50 in),1,0.286,0.692,1.908,0.551,10,2,90,60,140,1,8.58,20.759999999999998,57.239999999999995,16.53,3.4370000000000003,103.10999999999999,9.999899999999998
222,North Central,2,7,Laptop,1,0.392,0.62,0.544,0.409,10,2,65,45,90,1,11.76,18.6,16.32,12.27,1.965,58.95,4.55175
222,North Central,2,7,Washing Machine (Front-load),1,0.21,0.316,0.298,0.199,10,2,500,350,800,1,6.3,9.48,8.94,5.970000000000001,1.0230000000000001,30.689999999999998,16.064999999999998
222,North Central,2,7,Electric Kettle,1,0.056,0.022,0.034,0.033,10,2,2000,1500,2200,0,1.68,0.6599999999999999,1.02,0.99,0.14500000000000002,4.35,8.7
222,North Central,2,7,Water Pump,1,0.122,0.336,0.051,0.076,10,2,750,400,1100,0,3.66,10.08,1.5299999999999998,2.28,0.585,17.55,13.1625
222,North Central,2,7,LED Bulb,1,0.1,0.2,4.376,4.968,10,2,9,5,15,0,3.0,6.0,131.28,149.04,9.644,289.32,2.60388
222,North Central,2,7,Blender,1,0.067,0.034,0.056,0.044,10,2,400,200,800,0,2.0100000000000002,1.02,1.68,1.3199999999999998,0.201,6.029999999999999,2.4119999999999995
223,North Western,1,5,Ceiling Fan,1,0.788,0.539,2.966,3.504,15,3,65,45,85,0,23.64,16.17,88.98,105.12,7.797000000000001,233.91000000000003,15.204150000000002
223,North Western,1,5,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,15,3,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
223,North Western,1,5,Laptop,1,0.665,0.541,0.949,0.165,15,3,65,45,90,1,19.950000000000003,16.23,28.47,4.95,2.32,69.60000000000001,5.244000000000001
223,North Western,1,5,Washing Machine (Front-load),1,0.189,0.283,0.26,0.173,15,3,500,350,800,1,5.67,8.489999999999998,7.800000000000001,5.1899999999999995,0.905,27.15,14.295
223,North Western,1,5,Rice Cooker,1,0.261,0.21,0.49,0.0,15,3,500,300,900,0,7.83,6.3,14.7,0.0,0.961,28.83,14.415
223,North Western,1,5,Iron,1,0.099,0.059,0.047,0.045,15,3,1200,900,1800,0,2.97,1.77,1.41,1.3499999999999999,0.25,7.5,9.0
223,North Western,1,5,Water Pump,1,0.02,0.135,0.06,0.096,15,3,750,400,1100,0,0.6,4.050000000000001,1.7999999999999998,2.88,0.311,9.33,6.9975
223,North Western,1,5,LED Bulb,1,0.1,0.2,4.266,5.663,15,3,9,5,15,0,3.0,6.0,127.98,169.89000000000001,10.229,306.87,2.76183
223,North Western,1,5,Blender,1,0.083,0.058,0.081,0.02,15,3,400,200,800,0,2.49,1.74,2.43,0.6,0.24200000000000002,7.26,2.904
224,Central,2,7,Ceiling Fan,1,0.519,0.701,3.917,3.233,10,2,65,45,85,0,15.57,21.029999999999998,117.50999999999999,96.99000000000001,8.37,251.1,16.3215
224,Central,2,7,Inverter AC (9000–12000 BTU),1,0.138,0.09,1.387,2.625,10,2,950,700,1400,2,4.140000000000001,2.6999999999999997,41.61,78.75,4.24,127.2,122.28
224,Central,2,7,LED TV (40–50 in),1,0.239,0.739,1.905,0.311,10,2,90,60,140,1,7.17,22.169999999999998,57.15,9.33,3.194,95.82,9.3438
224,Central,2,7,Washing Machine (Front-load),1,0.146,0.22,0.207,0.138,10,2,500,350,800,1,4.38,6.6,6.21,4.140000000000001,0.711,21.330000000000002,11.385000000000002
224,Central,2,7,Rice Cooker,1,0.395,0.035,0.421,0.0,10,2,500,300,900,0,11.850000000000001,1.05,12.629999999999999,0.0,0.851,25.53,12.765
224,Central,2,7,Electric Kettle,1,0.05,0.055,0.081,0.024,10,2,2000,1500,2200,0,1.5,1.65,2.43,0.72,0.21,6.3,12.6
224,Central,2,7,Microwave Oven,1,0.101,0.046,0.053,0.039,10,2,1200,800,1600,2,3.0300000000000002,1.38,1.5899999999999999,1.17,0.23900000000000002,7.17,10.044
224,Central,2,7,Iron,1,0.068,0.068,0.024,0.02,10,2,1200,900,1800,0,2.04,2.04,0.72,0.6,0.18,5.3999999999999995,6.479999999999999
224,Central,2,7,Water Pump,1,0.054,0.4,0.062,0.088,10,2,750,400,1100,0,1.6199999999999999,12.0,1.8599999999999999,2.6399999999999997,0.604,18.119999999999997,13.589999999999998
224,Central,2,7,LED Bulb,1,0.1,0.2,4.352,5.023,10,2,9,5,15,0,3.0,6.0,130.56,150.69,9.675,290.25,2.61225
224,Central,2,7,Water Heater (Instant),1,0.054,0.084,0.088,0.032,10,2,3000,2000,4500,0,1.6199999999999999,2.52,2.6399999999999997,0.96,0.258,7.739999999999999,23.219999999999995
225,Sabaragamuwa,3,7,Ceiling Fan,1,0.762,1.166,3.864,2.206,10,2,65,45,85,0,22.86,34.98,115.92,66.17999999999999,7.997999999999999,239.94,15.5961
225,Sabaragamuwa,3,7,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,10,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
225,Sabaragamuwa,3,7,LED TV (40–50 in),1,0.488,0.292,1.589,0.681,10,2,90,60,140,1,14.64,8.76,47.67,20.43,3.05,91.5,8.955
225,Sabaragamuwa,3,7,Laptop,1,0.788,0.641,1.094,0.354,10,2,65,45,90,1,23.64,19.23,32.82,10.62,2.8770000000000002,86.31,6.330150000000001
225,Sabaragamuwa,3,7,Desktop PC,1,0.742,0.315,1.31,0.241,10,2,200,120,350,2,22.259999999999998,9.45,39.300000000000004,7.2299999999999995,2.608,78.24000000000001,17.088
225,Sabaragamuwa,3,7,Microwave Oven,1,0.059,0.057,0.061,0.047,10,2,1200,800,1600,2,1.77,1.71,1.83,1.41,0.22399999999999998,6.720000000000001,9.504
225,Sabaragamuwa,3,7,Iron,1,0.068,0.102,0.034,0.036,10,2,1200,900,1800,0,2.04,3.0599999999999996,1.02,1.0799999999999998,0.24,7.199999999999999,8.64
225,Sabaragamuwa,3,7,Water Pump,1,0.162,0.304,0.121,0.056,10,2,750,400,1100,0,4.86,9.12,3.63,1.68,0.643,19.29,14.4675
225,Sabaragamuwa,3,7,LED Bulb,1,0.1,0.2,4.722,6.465,10,2,9,5,15,0,3.0,6.0,141.66000000000003,193.95,11.487,344.61,3.10149
225,Sabaragamuwa,3,7,Water Heater (Instant),1,0.012,0.085,0.041,0.051,10,2,3000,2000,4500,0,0.36,2.5500000000000003,1.23,1.5299999999999998,0.189,5.67,17.01
226,North Western,1,11,Ceiling Fan,1,0.798,1.06,3.095,3.016,15,2,65,45,85,0,23.94,31.8,92.85000000000001,90.48,7.969,239.07,15.539549999999998
226,North Western,1,11,Pedestal Fan,1,0.486,1.195,3.122,3.179,15,2,75,50,100,0,14.58,35.85,93.66,95.36999999999999,7.981999999999999,239.45999999999998,17.9595
226,North Western,1,11,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,15,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
226,North Western,1,11,Inverter AC (9000–12000 BTU),1,0.167,0.156,0.876,2.9,15,2,950,700,1400,2,5.010000000000001,4.68,26.28,87.0,4.099,122.97,118.2615
226,North Western,1,11,LED TV (40–50 in),1,0.444,0.54,1.196,0.172,15,2,90,60,140,1,13.32,16.200000000000003,35.879999999999995,5.159999999999999,2.352,70.56,7.0704
226,North Western,1,11,Laptop,1,0.629,0.539,1.336,0.475,15,2,65,45,90,1,18.87,16.17,40.080000000000005,14.25,2.9790000000000005,89.37,6.52905
226,North Western,1,11,Desktop PC,1,0.724,0.532,1.289,0.176,15,2,200,120,350,2,21.72,15.96,38.669999999999995,5.279999999999999,2.721,81.63,17.766
226,North Western,1,11,Washing Machine (Front-load),1,0.088,0.133,0.125,0.083,15,2,500,350,800,1,2.6399999999999997,3.99,3.75,2.49,0.429,12.87,7.155
226,North Western,1,11,Rice Cooker,1,0.223,0.082,0.571,0.0,15,2,500,300,900,0,6.69,2.46,17.13,0.0,0.8759999999999999,26.28,13.14
226,North Western,1,11,Electric Kettle,1,0.041,0.039,0.098,0.001,15,2,2000,1500,2200,0,1.23,1.17,2.94,0.03,0.179,5.37,10.74
226,North Western,1,11,LED Bulb,1,0.1,0.2,4.572,4.964,15,2,9,5,15,0,3.0,6.0,137.16,148.92000000000002,9.836,295.08000000000004,2.65572
227,Central,4,7,Ceiling Fan,1,0.726,0.883,3.893,4.374,10,2,65,45,85,0,21.78,26.490000000000002,116.78999999999999,131.22,9.876,296.28,19.2582
227,Central,4,7,Pedestal Fan,1,0.703,1.203,2.488,2.254,10,2,75,50,100,0,21.09,36.09,74.64,67.62,6.648,199.44,14.958
227,Central,4,7,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,10,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
227,Central,4,7,Inverter AC (9000–12000 BTU),1,0.069,0.197,0.514,2.885,10,2,950,700,1400,2,2.0700000000000003,5.91,15.42,86.55,3.665,109.94999999999999,105.89249999999998
227,Central,4,7,Non-inverter AC (12000 BTU),1,0.07,0.284,0.599,1.004,10,2,1200,900,1700,2,2.1,8.52,17.97,30.12,1.9569999999999999,58.709999999999994,71.89199999999998
227,Central,4,7,LED TV (40–50 in),1,0.483,0.599,2.425,0.799,10,2,90,60,140,1,14.49,17.97,72.75,23.970000000000002,4.306,129.18,12.346200000000001
227,Central,4,7,Washing Machine (Front-load),1,0.119,0.178,0.168,0.112,10,2,500,350,800,1,3.57,5.34,5.04,3.36,0.577,17.31,9.375
227,Central,4,7,Rice Cooker,1,0.307,0.182,0.6,0.0,10,2,500,300,900,0,9.209999999999999,5.46,18.0,0.0,1.089,32.67,16.335
227,Central,4,7,Iron,1,0.075,0.089,0.083,0.018,10,2,1200,900,1800,0,2.25,2.67,2.49,0.5399999999999999,0.265,7.95,9.54
227,Central,4,7,LED Bulb,1,0.1,0.2,4.149,6.499,10,2,9,5,15,0,3.0,6.0,124.47,194.97,10.948,328.44,2.95596
228,Southern,1,1,Ceiling Fan,1,0.738,1.259,2.393,2.914,6,2,65,45,85,0,22.14,37.769999999999996,71.78999999999999,87.42,7.304,219.12,14.2428
228,Southern,1,1,LED TV (40–50 in),1,0.473,0.775,1.067,0.134,6,2,90,60,140,1,14.19,23.25,32.01,4.0200000000000005,2.449,73.46999999999998,7.332299999999998
228,Southern,1,1,Laptop,1,0.287,0.364,1.47,0.276,6,2,65,45,90,1,8.61,10.92,44.1,8.280000000000001,2.3970000000000002,71.91,5.39415
228,Southern,1,1,Washing Machine (Front-load),1,0.133,0.2,0.188,0.126,6,2,500,350,800,1,3.99,6.0,5.64,3.7800000000000002,0.647,19.41,10.425
228,Southern,1,1,Rice Cooker,1,0.525,0.118,0.498,0.0,6,2,500,300,900,0,15.75,3.54,14.94,0.0,1.141,34.23,17.115
228,Southern,1,1,Microwave Oven,1,0.049,0.054,0.068,0.003,6,2,1200,800,1600,2,1.47,1.6199999999999999,2.04,0.09,0.17400000000000002,5.22,7.704
228,Southern,1,1,Iron,1,0.043,0.038,0.021,0.027,6,2,1200,900,1800,0,1.2899999999999998,1.14,0.63,0.8099999999999999,0.129,3.8699999999999997,4.644
228,Southern,1,1,Water Pump,1,0.112,0.215,0.054,0.065,6,2,750,400,1100,0,3.36,6.45,1.6199999999999999,1.9500000000000002,0.446,13.379999999999999,10.035
228,Southern,1,1,LED Bulb,1,0.1,0.2,3.269,5.556,6,2,9,5,15,0,3.0,6.0,98.07000000000001,166.68,9.125,273.75,2.46375
228,Southern,1,1,Blender,1,0.086,0.035,0.08,0.038,6,2,400,200,800,0,2.5799999999999996,1.05,2.4,1.14,0.23900000000000002,7.169999999999999,2.8679999999999994
229,Northern,4,2,Pedestal Fan,1,0.675,1.539,2.139,2.561,5,2,75,50,100,0,20.25,46.169999999999995,64.16999999999999,76.83,6.914,207.41999999999996,15.556499999999996
229,Northern,4,2,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,5,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
229,Northern,4,2,LED TV (40–50 in),1,0.484,0.251,2.33,0.572,5,2,90,60,140,1,14.52,7.53,69.9,17.16,3.637,109.11,10.5399
229,Northern,4,2,Laptop,1,0.235,0.576,1.254,0.292,5,2,65,45,90,1,7.05,17.279999999999998,37.62,8.76,2.3569999999999998,70.71,5.3161499999999995
229,Northern,4,2,Washing Machine (Front-load),1,0.202,0.304,0.287,0.191,5,2,500,350,800,1,6.0600000000000005,9.12,8.61,5.73,0.984,29.52,15.48
229,Northern,4,2,Microwave Oven,1,0.095,0.049,0.027,0.047,5,2,1200,800,1600,2,2.85,1.47,0.8099999999999999,1.41,0.21800000000000003,6.54,9.288
229,Northern,4,2,LED Bulb,1,0.1,0.2,4.035,4.223,5,2,9,5,15,0,3.0,6.0,121.05000000000001,126.69,8.558,256.74,2.31066
229,Northern,4,2,Blender,1,0.09,0.095,0.071,0.022,5,2,400,200,800,0,2.6999999999999997,2.85,2.13,0.6599999999999999,0.278,8.34,3.336
230,Southern,2,12,Ceiling Fan,1,0.849,1.215,3.253,2.632,10,3,65,45,85,0,25.47,36.45,97.59,78.96000000000001,7.949,238.47,15.500549999999999
230,Southern,2,12,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,10,3,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
230,Southern,2,12,LED TV (40–50 in),1,0.293,0.771,2.005,0.586,10,3,90,60,140,1,8.79,23.13,60.15,17.58,3.655,109.64999999999999,10.5885
230,Southern,2,12,Laptop,1,0.602,0.61,1.259,0.034,10,3,65,45,90,1,18.06,18.3,37.769999999999996,1.02,2.505,75.14999999999999,5.604749999999999
230,Southern,2,12,Washing Machine (Front-load),1,0.168,0.252,0.231,0.154,10,3,500,350,800,1,5.04,7.5600000000000005,6.930000000000001,4.62,0.805,24.150000000000002,12.795000000000002
230,Southern,2,12,Rice Cooker,1,0.544,0.17,0.387,0.0,10,3,500,300,900,0,16.32,5.1000000000000005,11.61,0.0,1.101,33.03,16.515
230,Southern,2,12,Electric Kettle,1,0.046,0.08,0.092,0.029,10,3,2000,1500,2200,0,1.38,2.4,2.76,0.87,0.247,7.409999999999999,14.819999999999999
230,Southern,2,12,Microwave Oven,1,0.068,0.036,0.077,0.035,10,3,1200,800,1600,2,2.04,1.0799999999999998,2.31,1.05,0.216,6.4799999999999995,9.216
230,Southern,2,12,Iron,1,0.106,0.048,0.081,0.022,10,3,1200,900,1800,0,3.1799999999999997,1.44,2.43,0.6599999999999999,0.257,7.709999999999999,9.251999999999999
230,Southern,2,12,LED Bulb,1,0.1,0.2,4.117,6.449,10,3,9,5,15,0,3.0,6.0,123.51,193.47,10.866,325.98,2.9338200000000003
230,Southern,2,12,Blender,1,0.041,0.052,0.082,0.029,10,3,400,200,800,0,1.23,1.5599999999999998,2.46,0.87,0.204,6.12,2.448
231,Northern,4,4,Ceiling Fan,1,0.759,0.879,2.682,3.365,14,4,65,45,85,0,22.77,26.37,80.46,100.95,7.6850000000000005,230.55,14.98575
231,Northern,4,4,Pedestal Fan,1,0.64,1.058,1.937,4.615,14,4,75,50,100,0,19.2,31.740000000000002,58.11,138.45000000000002,8.25,247.5,18.5625
231,Northern,4,4,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,14,4,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
231,Northern,4,4,Inverter AC (9000–12000 BTU),1,0.174,0.44,0.985,1.97,14,4,950,700,1400,2,5.22,13.2,29.55,59.1,3.569,107.07,103.1565
231,Northern,4,4,LED TV (40–50 in),1,0.539,0.83,2.185,0.326,14,4,90,60,140,1,16.17,24.9,65.55,9.780000000000001,3.8800000000000003,116.4,11.196
231,Northern,4,4,Desktop PC,1,0.603,0.934,0.773,0.313,14,4,200,120,350,2,18.09,28.020000000000003,23.19,9.39,2.623,78.69,17.178
231,Northern,4,4,Rice Cooker,1,0.502,0.158,0.444,0.0,14,4,500,300,900,0,15.06,4.74,13.32,0.0,1.104,33.120000000000005,16.560000000000002
231,Northern,4,4,Iron,1,0.075,0.111,0.068,0.039,14,4,1200,900,1800,0,2.25,3.33,2.04,1.17,0.293,8.79,10.547999999999998
231,Northern,4,4,LED Bulb,1,0.1,0.2,4.453,6.104,14,4,9,5,15,0,3.0,6.0,133.59,183.12,10.857,325.71000000000004,2.9313900000000004
231,Northern,4,4,Blender,1,0.087,0.063,0.058,0.023,14,4,400,200,800,0,2.61,1.8900000000000001,1.74,0.69,0.23099999999999998,6.93,2.772
232,Sabaragamuwa,2,11,Ceiling Fan,1,0.622,0.74,1.985,4.359,15,2,65,45,85,0,18.66,22.2,59.550000000000004,130.77,7.706,231.18,15.0267
232,Sabaragamuwa,2,11,Refrigerator (200–300L),1,1.0,1.0,1.0,1.0,15,2,160,100,250,5,30.0,30.0,30.0,30.0,4.0,120.0,22.8
232,Sabaragamuwa,2,11,LED TV (40–50 in),1,0.399,0.289,1.098,0.78,15,2,90,60,140,1,11.97,8.67,32.940000000000005,23.400000000000002,2.566,76.98,7.648200000000001
232,Sabaragamuwa,2,11,Laptop,1,0.645,0.566,1.202,0.378,15,2,65,45,90,1,19.35,16.979999999999997,36.06,11.34,2.791,83.73,6.16245
232,Sabaragamuwa,2,11,Desktop PC,1,0.708,0.617,0.93,0.006,15,2,200,120,350,2,21.24,18.509999999999998,27.900000000000002,0.18,2.2609999999999997,67.83000000000001,15.006000000000002
232,Sabaragamuwa,2,11,Rice Cooker,1,0.507,0.128,0.361,0.0,15,2,500,300,900,0,15.21,3.84,10.83,0.0,0.996,29.880000000000003,14.940000000000001
232,Sabaragamuwa,2,11,Electric Kettle,1,0.099,0.099,0.099,0.044,15,2,2000,1500,2200,0,2.97,2.97,2.97,1.3199999999999998,0.341,10.23,20.46
232,Sabaragamuwa,2,11,Microwave Oven,1,0.106,0.042,0.087,0.041,15,2,1200,800,1600,2,3.1799999999999997,1.26,2.61,1.23,0.27599999999999997,8.28,11.376
232,Sabaragamuwa,2,11,Iron,1,0.041,0.03,0.098,0.015,15,2,1200,900,1800,0,1.23,0.8999999999999999,2.94,0.44999999999999996,0.184,5.5200000000000005,6.6240000000000006
232,Sabaragamuwa,2,11,LED Bulb,1,0.1,0.2,4.742,4.012,15,2,9,5,15,0,3.0,6.0,142.26,120.35999999999999,9.053999999999998,271.62,2.4445799999999998
